Periodo del;01/01/2021 al 31/12/2021;;;;;;;;;;;;
Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada;Salida;Saldo;Costo Unitario
"'44";"CAJA RECT 100X60X50MM 3/4 (F.G.1.15)";01/01/2021;Apertura;42;Almacen Central;600;0;600;1;600.00;0.00;600.00;1
"'44";"CAJA RECT 100X60X50MM 3/4 (F.G.1.15)";08/03/2021;Guía de remisión - R;132;Almacen Central;0;600;0;0;0.00;600.00;0.00;1
"'44";"CAJA RECT 100X60X50MM 3/4 (F.G.1.15)";01/10/2021;Apertura;155;Almacen Punto de Venta 2;44;0;44;1;44.00;0.00;44.00;1
"'45";"CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'45";"CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50)";01/01/2021;Apertura;43;Almacen Central;16;0;16;1;16.00;0.00;16.00;1
"'45";"CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50)";01/01/2021;Apertura;47;Almacen Central;5;0;21;1;5.00;0.00;21.00;1
"'45";"CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50)";01/01/2021;Apertura;48;Almacen Central;5;0;26;1;5.00;0.00;26.00;1
"'45";"CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50)";24/03/2021;Guía de remisión - R;142;Almacen Central;0;16;10;0;0.00;16.00;10.00;1
"'45";"CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50)";24/03/2021;Guía de remisión - R;150;Almacen Central;0;5;5;0;0.00;5.00;5.00;1
"'45";"CAJA DE PASE 200X200X70MM 3/4 (F.G.1.50)";24/03/2021;Guía de remisión - R;151;Almacen Central;0;5;0;0;0.00;5.00;0.00;1
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";01/01/2021;Apertura;45;Almacen Central;180;0;180;1;180.00;0.00;180.00;1
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";01/01/2021;Apertura;108;Almacen Central;449;0;629;1;449.00;0.00;629.00;1
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";22/03/2021;Guía de remisión - R;144;Almacen Central;0;180;449;0;0.00;180.00;449.00;1
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";01/06/2021;Apertura;106;Almacen Central;399;0;848;1;399.00;0.00;848.00;1
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";20/07/2021;Guía de remisión - R;76;Almacen Central;0;848;0;0;0;848;0.00;1
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";20/07/2021;Guía de remisión - R;76;Almacen Punto de Ventas 1;848;0;848;0;848;0;848.00;1
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";13/10/2021;Venta Tienda Sin Doc;23;Almacen Punto de Ventas 1;0;848;0;0;0.00;848.00;0.00;1
"'46";"CAJA RECT 100X55X40MM 1/2 (F. G. 1.50)";11/11/2021;Ajuste de Entrada;5;Almacen Punto de Venta 2;8;0;8;1;8.00;0.00;8.00;1
"'47";"CAJA DE PASE 150X150X70MM HCO ESP (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'47";"CAJA DE PASE 150X150X70MM HCO ESP (F.G.1.50)";01/01/2021;Apertura;47;Almacen Central;14;0;14;1;14.00;0.00;14.00;1
"'47";"CAJA DE PASE 150X150X70MM HCO ESP (F.G.1.50)";24/03/2021;Guía de remisión - R;150;Almacen Central;0;14;0;0;0.00;14.00;0.00;1
"'48";"CAJA DE PASE 150X150X100MM 1/2 (F.G.0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"'48";"CAJA DE PASE 150X150X100MM 1/2 (F.G.0.75)";01/01/2021;Apertura;49;Almacen Central;75;0;75;1;75.00;0.00;75.00;1
"'48";"CAJA DE PASE 150X150X100MM 1/2 (F.G.0.75)";13/03/2021;Guía de remisión - R;152;Almacen Central;0;75;0;0;0.00;75.00;0.00;1
"'49";"CAJA DE PASE 650X500X150MM C/H (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"'49";"CAJA DE PASE 650X500X150MM C/H (F.G.1.20)";01/01/2021;Apertura;50;Almacen Central;3;0;3;1;3.00;0.00;3.00;1
"'49";"CAJA DE PASE 650X500X150MM C/H (F.G.1.20)";12/03/2021;Guía de remisión - R;153;Almacen Central;0;3;0;0;0.00;3.00;0.00;1
"'5";"CINTA DE EMBALAJE";;Saldo Anterior;;;;;0;;;;0.00;0
"'5";"CINTA DE EMBALAJE";14/01/2021;Entrada por Compra -;11;Almacen Central;6;0;6;3.813559;22.88;0.00;22.88;3.813446
"'5";"CINTA DE EMBALAJE";02/02/2021;Entrada por Compra -;32;Almacen Central;96;0;102;1.10346;105.93;0.00;128.81;1.185558
"'5";"CINTA DE EMBALAJE";01/03/2021;Entrada por Compra -;52;Almacen Central;72;0;174;1.471281;105.93;0.00;234.74;1.303775
"'5";"CINTA DE EMBALAJE";25/03/2021;Entrada por Compra -;41;Almacen Central;72;0;246;1.471281;105.93;0.00;340.67;1.352792
"'5";"CINTA DE EMBALAJE";21/04/2021;Entrada por Compra -;64;Almacen Central;72;0;318;1.471281;105.93;0.00;446.60;1.379612
"'50";"CAJA DE PASE 1100X800X200MM (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"'50";"CAJA DE PASE 1100X800X200MM (F.G.1.20)";01/01/2021;Apertura;50;Almacen Central;3;0;3;1;3.00;0.00;3.00;1
"'50";"CAJA DE PASE 1100X800X200MM (F.G.1.20)";12/03/2021;Guía de remisión - R;153;Almacen Central;0;3;0;0;0.00;3.00;0.00;1
"'51";"CAJA DE PASE 500X500X200MM CIEGA (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'51";"CAJA DE PASE 500X500X200MM CIEGA (F.G.1.50)";01/01/2021;Apertura;58;Almacen Central;2;0;2;1;2.00;0.00;2.00;1
"'51";"CAJA DE PASE 500X500X200MM CIEGA (F.G.1.50)";22/03/2021;Guía de remisión - R;164;Almacen Central;0;2;0;0;0.00;2.00;0.00;1
"'52";"CAJA DE PASE 700X700X250MM CIEGA (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'52";"CAJA DE PASE 700X700X250MM CIEGA (F.G.1.50)";01/01/2021;Apertura;59;Almacen Central;2;0;2;1;2.00;0.00;2.00;1
"'52";"CAJA DE PASE 700X700X250MM CIEGA (F.G.1.50)";22/03/2021;Guía de remisión - R;164;Almacen Central;0;2;0;0;0.00;2.00;0.00;1
"'53";"CAJA DE PASE 650X350X150MM CIEGA (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'53";"CAJA DE PASE 650X350X150MM CIEGA (F.G.1.50)";01/01/2021;Apertura;59;Almacen Central;24;0;24;1;24.00;0.00;24.00;1
"'53";"CAJA DE PASE 650X350X150MM CIEGA (F.G.1.50)";22/03/2021;Guía de remisión - R;164;Almacen Central;0;24;0;0;0.00;24.00;0.00;1
"'54";"CAJA DE PASE 800X500X150MM CIEGA (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"'54";"CAJA DE PASE 800X500X150MM CIEGA (F.G.1.20)";01/01/2021;Apertura;59;Almacen Central;2;0;2;1;2.00;0.00;2.00;1
"'54";"CAJA DE PASE 800X500X150MM CIEGA (F.G.1.20)";22/03/2021;Guía de remisión - R;164;Almacen Central;0;2;0;0;0.00;2.00;0.00;1
"'55";"GABINETE ADOSABLE 650X650X200MM (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'55";"GABINETE ADOSABLE 650X650X200MM (F.G.1.50)";01/01/2021;Apertura;61;Almacen Central;32;0;32;1;32.00;0.00;32.00;1
"'55";"GABINETE ADOSABLE 650X650X200MM (F.G.1.50)";06/03/2021;Guía de remisión - R;165;Almacen Central;0;32;0;0;0.00;32.00;0.00;1
"'56";"BANDEJA RANURADA 700X100MM (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'56";"BANDEJA RANURADA 700X100MM (F.G.1.50)";01/01/2021;Apertura;62;Almacen Central;4.8;0;4.8;1;4.80;0.00;4.80;1
"'56";"BANDEJA RANURADA 700X100MM (F.G.1.50)";02/03/2021;Guía de remisión - R;166;Almacen Central;0;4.8;0;0;0.00;4.80;0.00;1
"'57";"BANDEJA RANURADA 500X100MM SIN TAPA  (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'57";"BANDEJA RANURADA 500X100MM SIN TAPA  (F.G.1.50)";01/01/2021;Apertura;62;Almacen Central;4.8;0;4.8;1;4.80;0.00;4.80;1
"'57";"BANDEJA RANURADA 500X100MM SIN TAPA  (F.G.1.50)";02/03/2021;Guía de remisión - R;166;Almacen Central;0;4.8;0;0;0.00;4.80;0.00;1
"'58";"CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"'58";"CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20)";01/01/2021;Apertura;64;Almacen Central;4;0;4;1;4.00;0.00;4.00;1
"'58";"CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20)";01/01/2021;Apertura;65;Almacen Central;1;0;5;1;1.00;0.00;5.00;1
"'58";"CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20)";01/01/2021;Apertura;72;Almacen Central;3;0;8;1;3.00;0.00;8.00;1
"'58";"CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20)";09/04/2021;Guía de remisión - R;170;Almacen Central;0;2;6;0;0.00;2.00;6.00;1
"'58";"CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20)";09/04/2021;Guía de remisión - R;170;Almacen Central;0;2;4;0;0.00;2.00;4.00;1
"'58";"CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20)";10/04/2021;Guía de remisión - R;171;Almacen Central;0;1;3;0;0.00;1.00;3.00;1
"'58";"CAJA DE PASE  450X250X150MM C/TAPA PINTADA Y DOBLES 90°  (F.G. 1.20)";14/04/2021;Guía de remisión - R;178;Almacen Central;0;3;0;0;0.00;3.00;0.00;1
"'59";"GABINETE ADOSABLE 500X800X200MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'59";"GABINETE ADOSABLE 500X800X200MM CIEGA (F.G. 1.50)";01/01/2021;Apertura;72;Almacen Central;10;0;10;1;10.00;0.00;10.00;1
"'59";"GABINETE ADOSABLE 500X800X200MM CIEGA (F.G. 1.50)";14/04/2021;Guía de remisión - R;178;Almacen Central;0;10;0;0;0.00;10.00;0.00;1
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";;Saldo Anterior;;;;;0;;;;0.00;0
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";03/02/2021;Entrada por Compra -;18;Almacen Central;30;0;30;75;2250.00;0.00;2250.00;75
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";17/02/2021;Entrada por Compra -;26;Almacen Central;50;0;80;75;3750.00;0.00;6000.00;75
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";07/04/2021;Entrada por Compra -;59;Almacen Central;30;0;110;77.542372;2326.27;0.00;8326.27;75.693363
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";26/04/2021;Entrada por Compra -;65;Almacen Central;10;0;120;77.542372;775.42;0.00;9101.69;75.847416
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";17/05/2021;Entrada por Compra -;81;Almacen Central;20;0;140;80.508474;1610.17;0.00;10711.86;76.513285
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";26/05/2021;Entrada por Compra -;82;Almacen Central;10;0;150;80.508474;805.08;0.00;11516.94;76.779599
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";01/06/2021;Entrada por Compra -;83;Almacen Central;20;0;170;80.508474;1610.17;0.00;13127.11;77.218293
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";15/07/2021;Entrada por Compra -;77;Almacen Central;40;0;210;84.745762;3389.83;0.00;16516.94;78.652094
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";22/07/2021;Entrada por Compra -;94;Almacen Central;1;0;211;85.59322;85.59;0.00;16602.53;78.684975
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";25/08/2021;Entrada por Compra -;106;Almacen Central;20;0;231;91.949152;1838.98;0.00;18441.51;79.833375
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";30/09/2021;Ajuste de Salida;11;Almacen Central;0;231;0;0;0.00;18442.00;-0.49;79.833375
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";01/10/2021;Entrada por Compra -;160;Almacen Central;20;0;20;97.79661;1955.93;0.00;1955.44;97.7965
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";03/11/2021;Entrada por Compra -;169;Almacen Central;30;0;50;103.98305;3119.49;0.00;5074.93;101.5084
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";06/12/2021;Entrada por Compra -;178;Almacen Central;25;0;75;109.74576;2743.64;0.00;7818.57;104.254133
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";09/12/2021;Entrada por Compra -;180;Almacen Central;1;0;76;109.74576;109.75;0.00;7928.32;104.326447
"'6";"PLANCHA GALVANIZADA  F°G° 0.90 (1200x2400mm)";20/12/2021;Entrada por Compra -;184;Almacen Central;1;0;77;109.74576;109.75;0.00;8038.07;104.396882
"'60";"CAJA DE PASE 650X350X150MM - TIPO C (F.G.1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"'60";"CAJA DE PASE 650X350X150MM - TIPO C (F.G.1.20)";01/01/2021;Apertura;72;Almacen Central;18;0;18;1;18.00;0.00;18.00;1
"'60";"CAJA DE PASE 650X350X150MM - TIPO C (F.G.1.20)";14/04/2021;Guía de remisión - R;178;Almacen Central;0;18;0;0;0.00;18.00;0.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";;Saldo Anterior;;;;;0;;;;0.00;0
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";01/01/2021;Apertura;89;Almacen Central;130;0;130;1;130.00;0.00;130.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";01/01/2021;Apertura;110;Almacen Central;20;0;150;1;20.00;0.00;150.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";01/01/2021;Apertura;146;Almacen Central;90;0;240;1;90.00;0.00;240.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";01/01/2021;Ajuste de Salida;6;Almacen Central;0;110;130;0;0.00;110.00;130.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";17/05/2021;Guía de remisión - R;48;Almacen Central;0;130;0;0;0;130;0.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";17/05/2021;Guía de remisión - R;48;Almacen Punto de Ventas 1;130;0;130;0;130;0;130.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";01/06/2021;Apertura;107;Almacen Central;20;0;150;1;20.00;0.00;150.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";07/07/2021;Guía de remisión - R;93;Almacen Central;0;20;130;0;0;20;130.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";07/07/2021;Guía de remisión - R;93;Almacen Punto de Ventas 1;20;0;150;0;20;0;150.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";09/09/2021;Entrada por Producci;23;Almacen Central;50;0;200;1;50.00;0.00;200.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";09/09/2021;Guía de remisión - R;121;Almacen Central;0;50;150;0;0;50;150.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";09/09/2021;Guía de remisión - R;121;Almacen Punto de Ventas 1;50;0;200;0;50;0;200.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";11/10/2021;Entrada por Producci;58;Almacen Central;60;0;260;1;60.00;0.00;260.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";11/10/2021;Guía de remisión - R;143;Almacen Central;0;30;230;0;0;30;230.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";11/10/2021;Guía de remisión - R;143;Almacen Punto de Ventas 1;30;0;260;0;30;0;260.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";11/10/2021;Guía de remisión - R;146;Almacen Central;0;30;230;0;0;30;230.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";11/10/2021;Guía de remisión - R;146;Almacen Punto de Venta 2;30;0;260;0;30;0;260.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";15/10/2021;Venta Tienda Sin Doc;17;Almacen Punto de Ventas 1;0;200;60;0;0.00;200.00;60.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";15/10/2021;Salida por Consumo;38;Almacen Punto de Ventas 1;0;5;55;0;0.00;5.00;55.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";18/10/2021;Entrada por Producci;75;Almacen Central;282;0;337;1;282.00;0.00;337.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";19/10/2021;Salida por Consumo;54;Almacen Punto de Ventas 1;0;6;331;0;0.00;6.00;331.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";19/10/2021;Venta Tienda Sin Doc;53;Almacen Punto de Ventas 1;0;10;321;0;0.00;10.00;321.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";21/10/2021;Venta Tienda Sin Doc;84;Almacen Punto de Ventas 1;0;1;320;0;0.00;1.00;320.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";26/10/2021;Guía de remisión - R;165;Almacen Central;0;50;270;0;0;50;270.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";26/10/2021;Guía de remisión - R;165;Almacen Punto de Ventas 1;50;0;320;0;50;0;320.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";26/10/2021;Entrada por Producci;95;Almacen Central;50;0;370;1;50.00;0.00;370.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";26/10/2021;Ajuste de Salida;24;Almacen Central;0;50;320;0;0.00;50.00;320.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";27/10/2021;Guía de remisión - R;167;Almacen Central;0;50;270;0;0;50;270.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";27/10/2021;Guía de remisión - R;167;Almacen Punto de Ventas 1;50;0;320;0;50;0;320.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";28/10/2021;Guía de remisión - R;168;Almacen Central;0;40;280;0;0;40;280.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";28/10/2021;Guía de remisión - R;168;Almacen Punto de Venta 2;40;0;320;0;40;0;320.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";29/10/2021;Guía de remisión - R;170;Almacen Central;0;40;280;0;0;40;280.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";29/10/2021;Guía de remisión - R;170;Almacen Punto de Venta 2;40;0;320;0;40;0;320.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";30/10/2021;Salida por Consumo;138;Almacen Punto de Ventas 1;0;2;318;0;0.00;2.00;318.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";03/11/2021;Guía de remisión - R;171;Almacen Central;0;20;298;0;0;20;298.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";03/11/2021;Guía de remisión - R;171;Almacen Punto de Ventas 1;20;0;318;0;20;0;318.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";04/11/2021;Salida por Consumo;159;Almacen Punto de Ventas 1;0;4;314;0;0.00;4.00;314.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";04/11/2021;Salida por Consumo;165;Almacen Punto de Ventas 1;0;4;310;0;0.00;4.00;310.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";04/11/2021;Venta Tienda Sin Doc;124;Almacen Punto de Ventas 1;0;10;300;0;0.00;10.00;300.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";09/11/2021;Venta Tienda Sin Doc;140;Almacen Punto de Ventas 1;0;2;298;0;0.00;2.00;298.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";10/11/2021;Venta Tienda Sin Doc;157;Almacen Punto de Ventas 1;0;20;278;0;0.00;20.00;278.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";11/11/2021;Salida por Consumo;214;Almacen Punto de Ventas 1;0;5;273;0;0.00;5.00;273.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";11/11/2021;Ajuste de Salida;34;Almacen Punto de Ventas 1;0;2;271;0;0.00;2.00;271.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";15/11/2021;Salida por Consumo;230;Almacen Punto de Ventas 1;0;2;269;0;0.00;2.00;269.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";15/11/2021;Salida por Consumo;236;Almacen Punto de Ventas 1;0;4;265;0;0.00;4.00;265.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";18/11/2021;Traspaso entre Almac;71;Almacen Punto de Venta 2;0;20;245;0;0;20;245.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";18/11/2021;Traspaso entre Almac;71;Almacen Punto de Ventas 1;20;0;265;0;20;0;265.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";18/11/2021;Salida por Consumo;256;Almacen Punto de Ventas 1;0;12;253;0;0.00;12.00;253.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";24/11/2021;Venta Tienda Sin Doc;200;Almacen Punto de Ventas 1;0;8;245;0;0.00;8.00;245.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";24/11/2021;Guía de remisión - R;191;Almacen Central;0;82;163;0;0;82;163.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";24/11/2021;Guía de remisión - R;191;Almacen Punto de Ventas 1;82;0;245;0;82;0;245.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";25/11/2021;Salida por Consumo;319;Almacen Punto de Ventas 1;0;10;235;0;0.00;10.00;235.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";26/11/2021;Salida por Consumo;330;Almacen Punto de Ventas 1;0;3;232;0;0.00;3.00;232.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";27/11/2021;Venta Tienda Sin Doc;218;Almacen Punto de Ventas 1;0;2;230;0;0.00;2.00;230.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";29/11/2021;Salida por Consumo;346;Almacen Punto de Ventas 1;0;2;228;0;0.00;2.00;228.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";02/12/2021;Salida por Consumo;370;Almacen Punto de Ventas 1;0;20;208;0;0.00;20.00;208.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";02/12/2021;Venta Tienda Sin Doc;240;Almacen Punto de Ventas 1;0;1;207;0;0.00;1.00;207.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";03/12/2021;Salida por Consumo;384;Almacen Punto de Ventas 1;0;9;198;0;0.00;9.00;198.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";09/12/2021;Venta Tienda Sin Doc;265;Almacen Punto de Ventas 1;0;1;197;0;0.00;1.00;197.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";10/12/2021;Salida por Consumo;430;Almacen Punto de Ventas 1;0;2;195;0;0.00;2.00;195.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";14/12/2021;Salida por Consumo;452;Almacen Punto de Ventas 1;0;8;187;0;0.00;8.00;187.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";15/12/2021;Salida por Consumo;458;Almacen Punto de Ventas 1;0;5;182;0;0.00;5.00;182.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";15/12/2021;Venta Tienda Sin Doc;280;Almacen Punto de Ventas 1;0;1;181;0;0.00;1.00;181.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";16/12/2021;Salida por Consumo;466;Almacen Punto de Ventas 1;0;1;180;0;0.00;1.00;180.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";17/12/2021;Venta Tienda Sin Doc;295;Almacen Punto de Ventas 1;0;1;179;0;0.00;1.00;179.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";17/12/2021;Venta Tienda Sin Doc;298;Almacen Punto de Ventas 1;0;20;159;0;0.00;20.00;159.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";18/12/2021;Salida por Consumo;481;Almacen Punto de Ventas 1;0;2;157;0;0.00;2.00;157.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";20/12/2021;Venta Tienda Sin Doc;306;Almacen Punto de Ventas 1;0;10;147;0;0.00;10.00;147.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";20/12/2021;Salida por Consumo;487;Almacen Punto de Ventas 1;0;2;145;0;0.00;2.00;145.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";22/12/2021;Venta Tienda Sin Doc;312;Almacen Punto de Ventas 1;0;2;143;0;0.00;2.00;143.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";22/12/2021;Venta Tienda Sin Doc;313;Almacen Punto de Ventas 1;0;10;133;0;0.00;10.00;133.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";27/12/2021;Venta Tienda Sin Doc;317;Almacen Punto de Ventas 1;0;2;131;0;0.00;2.00;131.00;1
"'61";"CAJA DE PASE 200X200X100MM (F. G. 0.60)";29/12/2021;Venta Tienda Sin Doc;320;Almacen Punto de Ventas 1;0;2;129;0;0.00;2.00;129.00;1
"'62";"CAJA DE PASE ELECTRICA 3990X245X200MM (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"'62";"CAJA DE PASE ELECTRICA 3990X245X200MM (F.G.1.50)";01/01/2021;Apertura;90;Almacen Central;8;0;8;1;8.00;0.00;8.00;1
"'62";"CAJA DE PASE ELECTRICA 3990X245X200MM (F.G.1.50)";14/05/2021;Guía de remisión - R;205;Almacen Central;0;8;0;0;0.00;8.00;0.00;1
"'63";"CAJA DE PASE 350X350X150MM (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
