Periodo del;01/01/2021 al 31/12/2021;;;;;;;;;;;;
Código;Descripción;Fecha;Documento;Número;Bodega;Entrada;Salida;Saldo;Valor Unitario;Entrada;Salida;Saldo;Costo Unitario
"SCHU-0007";"CAJA SCHUKO 106X71X52MM 1/2 (F. G. 1.50)*";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0008";"CAJA SCHUKO 130X75X50MM 1"" (1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0009";"CAJA SCHUKO 130X55X75MM 3/4 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0010";"CAJA SCHUKO 130X70X50MM CIEGA (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0011";"CAJA SCHUKO 130X70X50MM 3/4  (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0012";"CAJA SCHUKO 130X70X50MM 3/4 (F. G. 1.20).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0013";"CAJA SCHUKO 130X70X50MM 3/4 CON RIEL DIN (F. G. 0.75).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0014";"CAJA SCHUKO 106X71X52  3/4 (F°G° 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0015";"CAJA SCHUKO 130X71X52MM 3/4 (F. G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0016";"CAJA SCHUKO 125X75X75MM CIEGA (F. G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0017";"CAJA SCHUKO 144X84X52MM CIEGA (F. G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0018";"CAJA SCHUKO 100X50X50MM CIEGA (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0019";"CAJA SCHUKO 120X50X60MM 1 1/4"" (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0020";"CAJA SCHUKO 130X71X55MM 3/4 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0021";"CAJA SCHUKO 130X71X52MM 1/2 (F. G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0022";"CAJA RECT SCHUKO 100X55X50MM 3/4 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0023";"CAJA RECT SCHUKO 100X55X50MM 1"" (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0024";"CAJA SCHUKO 130X70X50MM 1/2 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0025";"CAJA SCHUKO 130X70X50MM 1"" (F.G. 1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0026";"CAJA SCHUKO 130X75X55MM 1/2 (F. G. 1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0027";"CAJA SCHUKO 130X75X60MM 3/4  (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0028";"CAJA SCHUKO 130X75X55MM 3/4 (F. G. 1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0029";"CAJA SCHUKO 130X70X50MM 1/2 (F. G. 1.20).";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0030";"CAJA SCHUKO 130X75X50MM CIEGA (F. G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0031";"CAJA SCHUKO 100X75X50MM 3/4 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0032";"CAJA SCHUKO 120X71X55MM CIEGA (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0033";"CAJA SCHUKO 130X70X55MM 3/4 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0034";"CAJA SCHUKO 133X74X54MM 1/2 (F. G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SCHU-0035";"CAJA RECT SCHUKO 100X55X50MM 3/4 (F. G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"SLD-00001";"SOLDADURA CADWLD 90";;Saldo Anterior;;;;;0;;;;0.00;0
"SOP-00001";"SOPORTE PARA BANDEJA";;Saldo Anterior;;;;;0;;;;0.00;0
"SOP-00002";"SOPORTE PARA BANDEJA 150X100MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SOP-00003";"SOPORTE DE PARED DE RIEL UNISTRUT PARA BANDEJA 200X100MM (F.G. 1.00)";;Saldo Anterior;;;;;0;;;;0.00;0
"SOP-00004";"SOPORTE DE PARED DE RIEL UNISTRUT 300MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SPBJ-00001";"SEPARADOR PARA BANDEJA 145X2,400MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"SPT-00001";"SOPORTE OMEGA CLIC PARED 300 SG";;Saldo Anterior;;;;;0;;;;0.00;0
"SVM121";"BANDEJA DE DESINFECCION 43X31 CM";;Saldo Anterior;;;;;0;;;;0.00;0
"T-00001";"TIERRA CHACRA";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00001";"TABLERO EMPOTRADO 18 POLOS RIEL  (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00002";"TABLERO EMPOTRADO 32 POLOS RIEL  (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00003";"TABLERO EMPOTRADO 18 POLOS RIEL  (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00003";"TABLERO EMPOTRADO 18 POLOS RIEL  (F.G. 0.90)";30/01/2021;Entrada por Producci;188;Almacen Central;20;0;20;1;20.00;0.00;20.00;1
"TAB-00003";"TABLERO EMPOTRADO 18 POLOS RIEL  (F.G. 0.90)";31/12/2021;Guía de remisión - R;100003340;Almacen Central;0;20;0;0;0.00;20.00;0.00;1
"TAB-00004";"TABLERO EMPOTRADO 16 POLOS RIEL (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00005";"TABLERO ELECTRICO EMPOTRAR 850X650X100MM C/MANDIL ABISAGRADO (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00006";"TABLERO ADOSABLE 4 POLOS  CON TAPA HERMETICA  IP 66";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00007";"TABLERO ELECTRICO CONVERTIDO DE 220/380V CON MANDIL";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00008";"TABLERO ELECTRICO CONVERTIDO DE 220/380V SIN MANDIL";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00009";"TABLERO ADOSABLE 24 POLOS RIEL  (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00010";"TABLERO 36 POLOS RIEL ADOSABLE  (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00011";"TABLERO 48 POLOS RIEL ADOSABLE  (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00012";"TABLERO PARA EMPOTRAR 8 POLOS RIEL DIN (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00013";"TABLERO EMPOTRADO 24 POLOS RIEL (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00014";"	TABLERO EMPOTRADO 12 POLOS RIEL (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00015";"	TABLERO EMPOTRADO 8 POLOS RIEL (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00016";"	TABLERO EMPOTRADO 6 POLOS RIEL (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00017";"TABLERO ADOSABLE 20 POLOS RIEL (F.G. 0.90)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAB-00018";"TABLERO ADOSABLE 20 POLOS RIEL (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00001";"TABLERO DE DISTRIBUCION SERVICIOS GENERALES (TSG-1) (AUTOSOPORTADO)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00002";"TABLERO DE DISTRIBUCION SERVICIOS GENERALES (TSG-4) (ADOSADO)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00003";"TABLERO ADOSABLE TECHO INCLINADO (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00004";"TABLERO DE DISTRIBUCION LAVANDERIA (TD-LAV) (ADOSADO)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00005";"TABLERO DE DISTRIBUCION AZOTEA (TD-AZ- 1) (ADOSADO)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00006";"TABLERO DE FUERZA SIST. VENTILACION TRANSFERENCIA AUTO (TTA-1) (ADOSADO)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00007";"TABLERO T-S2 (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00008";"TABLERO T-CEV (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00009";"TABLERO T-S3 (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00010";"TABLERO T-SUM (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00011";"TABLERO T-B (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00012";"TABLERO T-RE (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00013";"TABLERO T-GIM (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00014";"TABLERO T-AZ (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00015";"TABLERO T-CINE (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00016";"TABLERO TF-ASC (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00017";"TABLERO TF-BACI (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00018";"TABLERO TTA-BD (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00019";"TABLERO TC-SE (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00020";"TABLERO ADOSABLE HERMETICO 400X300X150MM (F.G.1.50) NACIONAL";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00021";"TABLERO ADOSABLE HERMETICO 400X300X150MM (F.G.1.50) IMPORTADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00022";"TABLERO ADOSABLE HERMETICO 400X500X200MM (F.G.1.50) IMPORTADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00023";"TABLERO  ADOSADO TG3";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00024";"TABLERO  ADOSADO TG2";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00025";"TABLERO TG-1 (F.G. 1.20MM)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00026";"TABLERO ADOSABLE CIEGO 300X300X150MM  (F.G. 0.90) C / CHAPA PUSH";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00027";"TABLERO ADOSABLE CIEGO 500X250X150MM (F.G. 0.90) C / CHAPA PUSH	";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00028";"AUTOSOPORTADO 4 CUERPOS 2000X800X700MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TABA-00029";"TABLERO AUTOSOPORTADO  2000X800X600MM (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TAR-00001";"TARUGO DE EXPANSIÓN 3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00001";"TUBERIA  CONDUIT EMT 15MM/ 1/2"" LIVIANO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00002";"TUBERIA CONDUIT EMT 20MM/ 3/4"" LIVIANO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00003";"TUBERIA CONDUIT EMT 25MM/ 1"" LIVIANO	";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00004";"TUBERIA CONDUIT EMT 15MM/ 1/2"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00005";"TUBERIA CONDUIT EMT 20MM/ 3/4"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00006";"TUBERIA CONDUIT EMT 25MM/ 1"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00007";"TUBERIA CONDUIT EMT 35MM/ 1 1/4"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00008";"TUBERIA CONDUIT EMT 40MM/ 1 1/2"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00009";"TUBERIA CONDUIT EMT 50MM/ 2"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00010";"TUBERIA CONDUIT EMT 65MM/ 2 1/2"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00011";"TUBERIA CONDUIT FLEXIBLE PESADO LIQUID TIGTH EXT 15MM 1/2";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00012";"TUBERIA CONDUIT FLEXIBLE PESADO LIQUID TIGTH EXT 20MM 3/4";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00013";"TUBERIA CONDUIT FLEXIBLE PESADO LIQUID TIGTH EXT 25MM 1”";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00014";"TUBERIA CONDUIT FLEXIBLE LIVIANO 15MM 1/2”";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00015";"TUBERIA CONDUIT FLEXIBLE LIVIANO 20MM 3/4”";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00016";"TUBERIA CONDUIT FLEXIBLE LIVIANO 25MM 1”	";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00017";"TUBERIA CONDUIT FLEXIBLE LIVIANO 32MM 1 1/4”";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00018";"TUBERIA CONDUIT FLEXIBLE LIVIANO 40MM 1 1/2”	";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00019";"TUBERIA CONDUIT FLEXIBLE LIVIANO 50MM 2”	";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00020";"TUBERIA CONDUIT FLEXIBLE LIVIANO 65MM 2 1/2”	";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00021";"TUBERIA CONDUIT FLEXIBLE LIVIANO 80MM 3”";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00022";"TUBERIA CONDUIT FLEXIBLE LIVIANO 102MM 4”	";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00023";"TUBERIA IMC 15MM/ 1/2"" X 3MTS";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00024";"TUBERIA IMC 20MM/ 3/4"" X 3MTS";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00025";"TUBERIA IMC 25MM/ 1""	 X 3MTS";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00026";"TUBERIA IMC 35MM/ 1 1/4"" X 3MTS";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00027";"TUBERIA CONDUIT EMT 35MM/ 1 1/4"" PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00028";"TUBERIA CONDUIT EMT 75MM/ 3"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00029";"TUBERIA CONDUIT EMT 50MM/ 2"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00030";"TUBERIA CONDUIT RGS 20MM/ 3/4"" X 3MTS-UL";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00031";"TUBERIA CONDUIT EMT PARA MODIFICAR";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00032";"TUBERIA IMC 38MM/ 1 1/2"" X 3MTS";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00033";"TUBERIA CONDUIT EMT 100MM/ 4"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00034";"TUBERIA CONDUIT IMC 100MM/ 4"" X 3MTS-UL PESADO";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00035";"TUBERIA CONDUIT FLEXIBLE PESADO LIQUID TIGTH EXT 40MM 1 ½”";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00036";"TUBERIA CONDUIT FLEXIBLE PESADO LIQUID TIGTH EXT 50MM 2”";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00037";"TUBERIA CONDUIT RGS 25MM/ 1"" X 3MTS-UL";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00038";"TUBERIA CONDUIT RGS 40MM/ 1 1/2"" X 3MTS-UL";;Saldo Anterior;;;;;0;;;;0.00;0
"TBC-00039";"TUBERIA CONDUIT RGS 50MM/ 2"" X 3MTS-UL";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00001";"TAPA LISA  P/BPC 300X2400 (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00002";"TAPA LISA  P/BPC 600X2400 (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00003";"TAPA LISA P/BPC 400X2400 (F°G° 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00004";"TAPA PARA TEE 750X250X750MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00005";"TAPA PARA CURVA VERTICAL INTERIOR DE 90° 600MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00006";"TAPA PARA CURVA VERTICAL INTERIOR DE 90° 300MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00007";"TAPA PARA CURVA VERTICAL EXTERIOR DE 90° 250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00008";"TAPA PARA CURVA VERTICAL EXTERIOR DE 90° 300MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00009";"TAPA PARA CURVA VERTICAL INTERIOR DE 90° 250MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00010";"TAPA PARA CURVA VERTICAL INTERIOR DE 90° 450MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TBPC-00011";"TAPA PARA CURVA VERTICAL INTERIOR DE 90° 500MM (F.G. 1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TCE-00001";"TACO DE EXPANSION 3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"TCE-00002";"TACO DE EXPANSION 1/2";;Saldo Anterior;;;;;0;;;;0.00;0
"TCE-00003";"TACO TIPO MARIPOSA 3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"TCE-00004";"TACO DE EXPANSION MINI  3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"TCE-00005";"TACO DE EXPANSION MINI 1/2";;Saldo Anterior;;;;;0;;;;0.00;0
"TCPVC-00001";"TAPA CIEGA NACIONAL PVC PARA CAJA OCTOGONAN";;Saldo Anterior;;;;;0;;;;0.00;0
"TCPVC-00002";"TAPA REDONDA 22MM (BOLSA X 100 UND)";;Saldo Anterior;;;;;0;;;;0.00;0
"TECCD-00001";"TAPA CUADRADA 100X100MM CONDUIT (ALUMINIO)";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00001";"TERMINAL TUBULAR SOBREMOLDEADO C/AZUL CABLE 14AWG(2.5MM)(100PZAS) E2510 CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00002";"TERMINAL TIPO OJAL 120MM  1/2";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00003";"TERMINAL TIPO OJAL 185MM  1/2";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00004";"TERMINAL TUBULAR SOBREMOLDEADO C/GRIS CABLE 12AWG(4MM)(100PZAS) E4012 CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00005";"TERMINAL TUBULAR SOBREMOLDEADO C/NEGRO CABLE 10AWG(6MM)(100PZAS) E6012 CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00006";"TERMINAL TUBULAR SOBREMOLDEADO C/MARFIL CABLE 8AWG(10MM)(100PZAS) E1012 CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00007";"TERMINAL TUBULAR SOBREMOLDEADO C/VERDE CABLE 6AWG(16MM)(100PZAS) E1612 CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00008";"TERMINAL TUBULAR SOBREMOLDEADO C/MARRON CABLE 4AWG(25MM)(100PZAS) E2516 CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"TER-00009";"TERMINAL TUBULAR SOBREMOLDEADO C/BEIGE CABLE 2AWG(35MM)(100PZAS) E3516 CHS";;Saldo Anterior;;;;;0;;;;0.00;0
"TIMB-00001";"TIMBRE TIPO DUTON 230V  60HZ";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00001";"TOMA INDUSTRIAL TRIPLE SALIDA TIPO MENNEKES";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00002";"TOMA INDUSTRIAL MACHO TIPO MENNEKES";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00003";"CAJA POP UP DOBLE DATA + RJ-45 + USB";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00004";"CAJA POP UP 4 MODULOS+ 2 DADOS TOMACORRIENTE";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00005";"CAJA POP UP 4 MODULOS+2 DADOS DE RED CAT6";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00006";"TOMACORRIENTE MONOFASICO DUPLEX 20AMP-250V";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00007";"INTERRUPTOR BIPOLAR INDUSTRIAL 30AMP-250V";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00008";"TOMACORRIENTE DOBLE IDROBOX HERMETICO 20AMP-250V";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00009";"INTERRUPTOR UNIPOLAR SIMPLE 10AX-250V BLANCO C/ PLACA BLANCO";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00010";"INTERRUPTOR UNIPOLAR DOBLE 10AX-250V BLANCO C/ PLACA BLANCO";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00011";"INTERRUPTOR TRIPLE";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00012";"INTERRUPTOR DOBLE CONMUTADOR";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00013";"TOMA DOBLE UNIVERSAL 2P+T 16A-250V BLANCO C/PLACA BLANCO";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00014";"TOMA TV TIPO F BLANCO C/PLACA BLANCO";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00015";"TOMA TELEFONICA RJ-11 BLANCO C/PLACA BLANCO";;Saldo Anterior;;;;;0;;;;0.00;0
"TM-00016";"CAJA POP UP 4 MODULOS";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00001";"TORNILLO AUTOPERFORANTE DE 8 x 1 CABEZA EXAGONAL";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00002";"TORNILLO WAFER PUNTA BROCA  8X3/8 (4.2X19)";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00003";"TORNILLO SPACK TROP  6X40";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00004";"TARUGO NARANJA  3/8";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00005";"TORNILLO TIRAFON ZNC 1/4 X 1 1/2";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00006";"TORNILLO (3.5mm X 25mm) CABEZA AUTOAVELLANANTE, PUNTA BROCA";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00007";"TORNILLO AUTORROSCANTE DE 4mmX 15mm (1/2) CABEZA PAN";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00008";"TORNILLO AUTORROSCANTE DE 4mmX 30mm (1 1/4) CABEZA PAN";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00009";"TORNILLO AUTORROSCANTE DE 4mmX 40mm (1 1/2) CABEZA PAN";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00010";"TORNILLO SPACK 5MMX1 (PARA CAJA OCTAGONALES)";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00011";"TORNILLO SPACK 4mm X1”";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00012";"TORNILLO SPACK 4mm X2”";;Saldo Anterior;;;;;0;;;;0.00;0
"TOR-00013";"TORNILLO AUTORROSCANTE PUNTA BROCA 3.5mm X1 1/2”";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0001";"TAPA CIEGA 150X150MM (F.G. 0.75).";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0002";"TAPA CIEGA 120X75MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0003";"TAPA CIEGA 100X50MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0004";"TAPA CIEGA 350X350MM (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0005";"TAPA CON PUERTA Y CHAPA PUSH 42X37CM (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0006";"TAPA CIEGA 250X250MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0007";"TAPA CIEGA 100X100MM (F.G. 1.50).";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0008";"TAPA CIEGA 300X300MM (F.G. 1.20)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0009";"TAPA CIEGA 600X600MM (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0010";"TAPA CIEGA 600X400MM (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0011";"TAPA  CIEGA 2210X200MM (F.G.1.50)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0012";"TAPA CIEGA 130X700MM (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0013";"TAPA CIEGA 300X500MM (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0014";"TAPA PARA CAJA SCHUKO 130X70MM (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0015";"TAPA CIEGA 500X500MM (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0016";"TAPA CIEGA 1000X300MM  (F.G. 0.75)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0017";"TAPA CIEGA 200X200MM (F.G. 1.20).";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0018";"TAPA CIEGA 350X350MM (F.G. 0.80)";;Saldo Anterior;;;;;0;;;;0.00;0
"TP-0019";"TAPA CIEGA 600X600MM (F.G. 0.80)";;Saldo Anterior;;;;;0;;;;0.00;0
